"PathwayKey","Database","ID","Description","RNA_setSize","RNA_NES","RNA_pvalue","RNA_padj","RNA_leadingEdge","Protein_setSize","Protein_NES","Protein_pvalue","Protein_padj","Protein_leadingEdge","DirectionPattern","RNANominal","ProteinNominal","RNAFDR","ProteinFDR","EvidencePattern","JointNominalP","EvidenceRank"
"GO BP:GO:0010976","GO BP","GO:0010976","positive regulation of neuron projection development",236,1.49720097586713,0.000740545096037464,0.0170837021427697,"108100/17356/16438/20312/19699/18472/11771/20713/12808/320840/14348/53872/234593/15572/56717/50769/18759/23969/74006/99982/192167/16150/252838/56430/12396/69981/242274/12159/12805/229715/243725/12160/211323/20320/72162/223593/16570/12801/74143/17973/106298/17762/68169/83431/11785/20257/74187/13048/53404/52163/76089/77480/22418/12361/13803/13857/23965/18015/20698/241514/269254/18010/16975/56392/13728/71461/216166/17118/52513/13405/15387/18546/80987/109880/11682/11538/232560/16001/574437/71951",153,1.33336415982437,0.0408472012102874,0.533945419899243,"11932/29819/227541/11881/23999/19762/11606/15572/19283/20312/13803/80987/12064/16001/18189/235180/16400/64297/17762/14348/71900/66713/192167/16412/19230/13176/18103/14828/50791/16150/13844/18481/16971/69981/50769/22359/54198","Both up",TRUE,TRUE,TRUE,FALSE,"Both nominal P",0.0408472012102874,1
"GO BP:GO:0009144","GO BP","GO:0009144","purine nucleoside triphosphate metabolic process",166,-2.08842466764455,5.54890523653361e-09,8.18657088850447e-07,"11639/16189/23918/225887/28080/11951/21803/54405/67130/11983/11848/66052/75406/11958/140781/66416/78330/595136/57423/230075/67414/66437/171567/83433/407785/68375/27425/50873/104130/66377/68342/67264/66916/71679/67942/68198/66414/66091/79059/17706/14923/17991/98660/18950/66218/11957/67184/17720/18103/17719/68202/67126/17717/17705/17721/17722/17718/17716",130,-1.31809342493859,0.0411742983420504,0.533945419899243,"53893/11534/26395/68342/11674/11636/68055/66108/23959/66437/19384/101592/11717/75406/433182/11950/23917/66945/109674/16889/67264/66091/79059/67126/50799/226646/18605/27369/12628/78330/66454","Both down",TRUE,TRUE,TRUE,FALSE,"Both nominal P",0.0411742983420504,1
"KEGG:mmu00980","KEGG","mmu00980","Metabolism of xenobiotics by cytochrome P450",45,-1.87775039963779,0.000543035703290233,0.00686919623114141,"394432/11532/54486/14873/13076/14871/621603/13849/109857/14870/14866/14869/14859/103140/15483/56615/14862/94284/14867/76263/68312",25,1.4856348775215,0.0428082191780822,0.61503416856492,"14872/94284/14862/14863/15483/13849/76263/14866/14860","Opposite",TRUE,TRUE,TRUE,FALSE,"Both nominal P",0.0428082191780822,1
"GO BP:GO:0006814","GO BP","GO:0006814","sodium ion transport",242,1.3156294757231,0.0157557092829783,0.133624246994037,"20265/18795/15165/110876/94229/239556/53416/20541/20515/59033/246317/229706/329152/80297/11928/232975/331004/100102/54338/105727/16150/14169/20272/14167/240332/20273/12805/67760/338370/76376/75607/11735/381290/93692/94253/55961/30943/14411/14412/12291/11931/230899/75785/102680/17999/279561/72821/330953/28240/545622/110893/21366/72961/100503085/57442",127,1.33810882238774,0.0439393939393939,0.553754480893904,"11932/232333/14167/56188/20538/103098/93692/11840/20648/56398/54338/238384/330064/140919/57780/23797/76501/30805/279561/12238/15165/16150/11944/94249/20265/102857/18693/94253/338370/98660/114479/54403/83814","Both up",TRUE,TRUE,FALSE,FALSE,"Both nominal P",0.0439393939393939,1
"GO BP:GO:0007040","GO BP","GO:0007040","lysosome organization",99,1.42935615505147,0.014704707346987,0.12796524473153,"66725/70495/65114/56717/77573/77963/228545/216742/68365/18711/73658/94178/74438/223593/320191/74349/67028/72175/11984/11432/15944/51795/56318/68942/12721/67166/18784/114128/192232/11774/209446/16145/19056/211978/14466/233979",64,1.45431464684476,0.0440712873733008,0.553754480893904,"11432/67166/11840/215890/12751/19063/68942/94178/67064/71900/75608/26889/209446/72175/11774/320191/67028/14339/65114/68365/12721/68953/54525","Both up",TRUE,TRUE,FALSE,FALSE,"Both nominal P",0.0440712873733008,1
"GO BP:GO:0080171","GO BP","GO:0080171","lytic vacuole organization",99,1.42935615505147,0.014704707346987,0.12796524473153,"66725/70495/65114/56717/77573/77963/228545/216742/68365/18711/73658/94178/74438/223593/320191/74349/67028/72175/11984/11432/15944/51795/56318/68942/12721/67166/18784/114128/192232/11774/209446/16145/19056/211978/14466/233979",64,1.45431464684476,0.0440712873733008,0.553754480893904,"11432/67166/11840/215890/12751/19063/68942/94178/67064/71900/75608/26889/209446/72175/11774/320191/67028/14339/65114/68365/12721/68953/54525","Both up",TRUE,TRUE,FALSE,FALSE,"Both nominal P",0.0440712873733008,1
"GO BP:GO:0120161","GO BP","GO:0120161","regulation of cold-induced thermogenesis",145,-1.32111928154898,0.0451127819548872,0.263955064396351,"11770/15171/22260/217166/14683/12896/329003/66834/23882/11423/14783/11668/12683/216850/14373/72674/12389/20869/94187/16189/16592/13198/22228/14747/101631/12608/16173/216190/11555/27399/67092/67460/15107/11363/70673/329910/13819/21833/14609/18128/19116/94282/18429/20249",62,1.45684010844401,0.0290586880943306,0.472595865686939,"94282/66082/230598/16592/26399/16001/108097/333050/18128/19079/11363/12491/18559/67092/209446/216190/664883/384569/229517/240028/14609/15107","Opposite",TRUE,TRUE,FALSE,FALSE,"Both nominal P",0.0451127819548872,1
"GO BP:GO:0052547","GO BP","GO:0052547","regulation of peptidase activity",381,-1.22051650086771,0.0451436388508892,0.263955064396351,"53313/15289/13841/12955/223453/107771/11652/17246/13638/66340/217847/17940/80751/12015/19876/114774/66824/20317/19167/225896/72565/240354/76770/171580/378425/14062/68350/66593/223701/67866/19823/329581/57320/20724/12042/14066/74772/107607/20779/52377/11783/13014/22035/20680/22416/64704/432763/13636/116872/74116/12406/12389/19713/170770/22061/68606/214639/69076/13063/21859/383619/20733/282663/16912/110355/17035/23980/11848/13040/20568/217344/14734/20720/330721/19188/18816/94227/226548/51800/67628/20111/20716/66437/68576/67701/223870/12633/12739/19712/67941/16426/18053/19186/433759/69216/240690/74048/235505/12370/77006/16792/110595/56462/11651/14694/17196/20674/67184/78709/30052/27050/13010/11998",178,-1.76514641814674,2.18122101534113e-05,0.0057071006330808,"20725/21825/27061/227753/14824/20716/14751/109689/12905/18567/14775/20717/13841/223752/51800/14219/12258/74682/67628/59009/20317/215114/17836/16426/68510/22370/11287/11905/18816/20714/11783/20704/20700/20703/94175/20701/59083/11699/11540/11625/16644","Both down",TRUE,TRUE,FALSE,TRUE,"Both nominal P",0.0451436388508892,1
"GO BP:GO:0021700","GO BP","GO:0021700","developmental maturation",357,1.40923079481932,0.000681707782806315,0.0163198270721632,"66725/11975/11820/108664/18795/16500/18667/56637/19699/81702/19878/17918/65945/319504/20910/70495/65114/140498/66335/80297/56717/56407/11765/16531/11776/11966/15902/53321/243547/17926/21367/20983/192167/319613/18457/14042/13869/18227/16598/12023/233781/16000/19211/22249/269116/54411/11735/100042150/11964/19275/12286/223593/234549/19339/74143/13595/330814/15251/71982/51792/19378/12569/14810/18605/12725/382018/54608/57764/230594/22631/227377/22418/67141/83561/12043/70465/12156/11972/12190/11973/16969/17702/214575/18015/12562/230868/12560/72961/214290/99152/270669/433864/13382/22410/210933/233878/381269/73834/80752/213541",165,1.31862192107413,0.045662100456621,0.56138773333464,"56747/319504/65945/110862/214290/14184/11820/18032/238384/230103/19164/19378/18189/12032/14810/230126/18128/18011/14682/11677/80385/192167/121021/22631/13051/12569/19353/18643/57754/12387/13138/11972/14609/71982/65114/18027/210933/13039/56484/66237/232946/18483/243961","Both up",TRUE,TRUE,TRUE,FALSE,"Both nominal P",0.045662100456621,1
"KEGG:mmu04726","KEGG","mmu04726","Serotonergic synapse",112,1.44750360680335,0.0106198952237901,0.0611079216975463,"14401/11820/15563/18795/15558/16438/22063/12287/18798/81906/14696/14677/19252/26413/18751/16524/12286/18749/12289/14697/12292/15557/12288/18783/15559/18750/15552/18796/15565/16519/14681/14695/665095/109880",65,-1.39675742156851,0.0456898861129024,0.61503416856492,"15550/14707/66066/223864/18751/12287/26395/12367/16439/16508/216343/19224/14678/14706/17161/14708/13195/224129/14677/18750/16438/214084/12288/109731/14709","Opposite",TRUE,TRUE,FALSE,FALSE,"Both nominal P",0.0456898861129024,1
"GO BP:GO:0006096","GO BP","GO:0006096","glycolytic process",99,1.48504211997888,0.00802260856260175,0.089290225826571,"56421/11820/15558/108079/235344/56717/18642/13807/16000/19017/433182/15937/18746/11674/15251/56012/18605/13806/26380/18655/18640/18648/16969/19052/319801/227659/20848/16337/20533/21991/74370",61,-1.36088714973636,0.0463475365715715,0.56138773333464,"56717/108099/19052/11674/12183/18648/20533/18641/17425/110119/235344/56421/433182/18439/16889/14751/20185/13808/74370/18605/16548/319801","Opposite",TRUE,TRUE,FALSE,FALSE,"Both nominal P",0.0463475365715715,1
"GO BP:GO:0006837","GO BP","GO:0006837","serotonin transport",29,-1.4804392906907,0.048695652173913,0.275334418352321,"18125/217303/16854/15566/12922/20508/14758/214084/109731/15550/14127/243328",12,-1.68339297033878,0.0160188735616617,0.359100399531198,"15567/15550/12801/214084/20508/109731","Both down",TRUE,TRUE,FALSE,FALSE,"Both nominal P",0.048695652173913,1
"KEGG:mmu05410","KEGG","mmu05410","Hypertrophic cardiomyopathy",98,1.37946528923948,0.0167433291860033,0.0805055964970846,"11938/12298/16410/108079/20541/12293/108097/16000/213119/54376/12289/22003/12292/12295/24052/16905/12288/22004/24053/21809/19079/110893/81904/21954/16772/244431/13405/140723/16416/12300/17888/12294/192897",58,1.42079395111968,0.0496215370121751,0.61503416856492,"20648/11606/21924/16410/12295/11421/108097/319734/16400/105787/19079/16404/12298/20650/16412/16416/320910/12294/13138/12300/326618","Both up",TRUE,TRUE,FALSE,FALSE,"Both nominal P",0.0496215370121751,1
