"GeneID","GeneName","baseMean","log2FoldChange_raw","log2FoldChange","lfcSE","stat","pvalue","padj","FDRRegulation","ThresholdRegulation"
"ENSMUSG00000064360","mt-Nd3",19875.7652844541,-0.61253936387766,-0.549039524575668,0.140093424901177,-4.62742724701926,3.70236227025447e-06,0.00331777938943179,"FDR down","Down"
"ENSMUSG00000010663","Fads1",4505.0091814002,-0.429383042350769,-0.387524598751518,0.0974701948751879,-4.62964779819895,3.66288207949141e-06,0.00331777938943179,"FDR down","Not significant"
"ENSMUSG00000059291","Rpl11",3610.67537549654,-0.387379189618424,-0.34946342151457,0.0883675198819053,-4.60009389568577,4.2230054516981e-06,0.00363296712998685,"FDR down","Not significant"
"ENSMUSG00000040952","Rps19",2345.35636156174,-0.543806569785663,-0.4883217084764,0.125360110774311,-4.58429941503085,4.55511121823419e-06,0.00368828248446455,"FDR down","Not significant"
"ENSMUSG00000022054","Nefm",5478.01779010564,0.514089569674787,0.456732928635139,0.118655139450551,4.58087754796513,4.63028907242028e-06,0.00368828248446455,"FDR up","Not significant"
"ENSMUSG00000083563","Gm13340",912.050493262891,-0.555319755982774,-0.49798786124315,0.128723527787276,-4.56436592845188,5.01006253239393e-06,0.00384826481729272,"FDR down","Not significant"
"ENSMUSG00000024608","Rps14",4758.91892254119,-0.37274025945988,-0.335220843655887,0.0867095711501446,-4.51577860087756,6.30845475382043e-06,0.00467848056518676,"FDR down","Not significant"
"ENSMUSG00000041453","Rpl21",4155.28868012513,-0.452245431118991,-0.404964056104302,0.106658920911039,-4.48056555240964,7.44455102188207e-06,0.005204962704886,"FDR down","Not significant"
"ENSMUSG00000008668","Rps18",2067.15183574018,-0.389730698930095,-0.349307137307966,0.0916227105543889,-4.47891364859185,7.50238730885136e-06,0.005204962704886,"FDR down","Not significant"
"ENSMUSG00000027301","Oxt",21.5209646021433,-4.96956267858817,-4.39528169533617,1.18454157330906,-4.39274281808177,1.11929506842454e-05,0.00737947000650834,"FDR down","Down"
"ENSMUSG00000064368","mt-Nd6",2399.62090989333,-0.776090032020617,-0.685926421860429,0.189737538106233,-4.37629956256688,1.20711089752046e-05,0.00737947000650834,"FDR down","Down"
"ENSMUSG00000032518","Rpsa",7047.11330866468,-0.5436618670895,-0.48188797227129,0.132206652526676,-4.37754906080069,1.20021350022993e-05,0.00737947000650834,"FDR down","Not significant"
"ENSMUSG00000060419","Rps16-ps2",1084.96183469043,-0.539833959100713,-0.478392348161439,0.131622601494826,-4.36684590426735,1.26053592194291e-05,0.00737947000650834,"FDR down","Not significant"
"ENSMUSG00000039001","Rps21",3293.44169833184,-0.465338929315926,-0.412899897395127,0.11334200900314,-4.35872543341041,1.30822118526013e-05,0.00737947000650834,"FDR down","Not significant"
"ENSMUSG00000062328","Rpl17",4520.03876865904,-0.436992295689637,-0.388828446126416,0.106254881885615,-4.35969885912523,1.30241551082239e-05,0.00737947000650834,"FDR down","Not significant"
"ENSMUSG00000074129","Rpl13a",7902.29455897332,-0.395914153624808,-0.352150543062042,0.0961854134376783,-4.35376920941472,1.3381658541583e-05,0.00737947000650834,"FDR down","Not significant"
"ENSMUSG00000057322","Rpl38",2142.50268635217,-0.384562637914104,-0.342905371575609,0.092750656054281,-4.37705433416215,1.20293994726118e-05,0.00737947000650834,"FDR down","Not significant"
"ENSMUSG00000024665","Fads2",2882.18601827991,-0.427113432711185,-0.378905718604911,0.104239501437696,-4.34454022083478,1.39567671335692e-05,0.00750420476854181,"FDR down","Not significant"
"ENSMUSG00000068240","Uba52rt",3504.76185078841,-0.411760928296325,-0.365647065242607,0.100618658897017,-4.33497421092825,1.45777211521714e-05,0.00764690362975002,"FDR down","Not significant"
"ENSMUSG00000035805","Mlc1",3532.84662024096,-0.504048940365947,-0.445326211572754,0.124158527431365,-4.32378390319839,1.53375538651575e-05,0.00785392311852244,"FDR down","Not significant"
"ENSMUSG00000006711","D130043K22Rik",716.261300557187,0.456976116140074,0.403570495172273,0.11398500135063,4.26815568302509,1.97095758704135e-05,0.00985799647081358,"FDR up","Not significant"
"ENSMUSG00000037727","Avp",18.1143323836122,-3.86131447301292,-3.371787551383,0.97130868460428,-4.23596448448409,2.27572748107375e-05,0.0102267176040059,"FDR down","Down"
"ENSMUSG00000041841","Rpl37",2429.42729874988,-0.500502370692537,-0.440965313567706,0.125731252002724,-4.25060266898866,2.13196080661421e-05,0.0102267176040059,"FDR down","Not significant"
"ENSMUSG00000001289","Pfdn5",1887.22574029401,-0.371372513425509,-0.328381766308684,0.0928373128438895,-4.23759873670488,2.25923075183871e-05,0.0102267176040059,"FDR down","Not significant"
"ENSMUSG00000052146","Rps10",2266.04444534039,-0.355827947980468,-0.314936951066013,0.0888733733430131,-4.23530361380805,2.28243104567017e-05,0.0102267176040059,"FDR down","Not significant"
"ENSMUSG00000059070","Rpl18",1863.33801307488,-0.345904272050382,-0.305529141297857,0.0861430305132904,-4.24356470991439,2.19996895770223e-05,0.0102267176040059,"FDR down","Not significant"
"ENSMUSG00000049517","Rps23",1425.21461368833,-0.460951874736881,-0.405373392947121,0.116410175733257,-4.22511457362964,2.38819241821707e-05,0.0104822151711417,"FDR down","Not significant"
"ENSMUSG00000090137","Uba52",1626.71597553766,-0.367994832139222,-0.324845570128303,0.0927067178475773,-4.20809694763927,2.57530381350537e-05,0.011077411823412,"FDR down","Not significant"
"ENSMUSG00000064329","Scn1a",2470.49494406798,0.538576450573598,0.473246930325632,0.137288630337314,4.20313383254096,2.63244838633744e-05,0.0111011896950901,"FDR up","Not significant"
"ENSMUSG00000096887","Mtrnr2l7",11055.5206380753,-0.648787714270823,-0.553398754614204,0.166792039576069,-4.19218457522323,2.7628106692902e-05,0.0114268786662354,"FDR down","Down"
"ENSMUSG00000060636","Rpl35a",2586.5500883569,-0.509478212188437,-0.445533044955283,0.130803438362609,-4.17552912546442,2.97294211672117e-05,0.0120639747366646,"FDR down","Not significant"
"ENSMUSG00000034402","Kcnh5",237.366558158534,1.01034386532036,0.878402878951751,0.263054820122089,4.1613886515805,3.16318221759314e-05,0.0125982518432918,"FDR up","Up"
"ENSMUSG00000045136","Tubb2b",2266.43825570748,-0.470507925941657,-0.409791576591749,0.121271317198594,-4.15602571254235,3.23831395559606e-05,0.0126629851350917,"FDR down","Not significant"
"ENSMUSG00000006014","Prg4",139.060735066428,1.60506807613341,1.39064220424909,0.42233970062675,4.13713388464801,3.51670933912171e-05,0.013506047813659,"FDR up","Up"
"ENSMUSG00000003429","Rps11",2653.78257918703,-0.467404619885275,-0.408231336254676,0.121268074978222,-4.13044045756902,3.62068865239938e-05,0.0136614299731848,"FDR down","Not significant"
"ENSMUSG00000087141","Plcxd2",1758.20011893552,0.823400157620132,0.713818611494364,0.21692277448606,4.11597108555377,3.85552641705741e-05,0.0140543740087549,"FDR up","Up"
"ENSMUSG00000024654","Asrgl1",3710.19767559884,-0.374119558149036,-0.327766512113407,0.0967154715252948,-4.11787058358369,3.82389320486232e-05,0.0140543740087549,"FDR down","Not significant"
"ENSMUSG00000007892","Rplp1",6816.50319184884,-0.457408551956769,-0.397789381002718,0.119948037990553,-4.09230483405563,4.27106674821391e-05,0.0153096387589728,"FDR down","Not significant"
"ENSMUSG00000037096","Gm9762",86.9783100697305,1.01446225514687,0.875858349059613,0.269988064793359,4.08149412708354,4.47471086088746e-05,0.0157766568008371,"FDR up","Up"
"ENSMUSG00000047976","Kcna1",1314.82996250539,0.652363918112167,0.56454869902805,0.173252117319645,4.07743361000379,4.55355259330685e-05,0.0157956863910081,"FDR up","Up"
"ENSMUSG00000020821","Kif1c",2240.29829605377,-0.464359722500214,-0.404225115051908,0.122642545356752,-4.06816107214838,4.73856224156502e-05,0.0161765489094189,"FDR down","Not significant"
"ENSMUSG00000067038","Rps12-ps3",270.868813541085,-1.04351689055023,-0.896479295972696,0.281266665739421,-4.04813798785597,5.16267082581896e-05,0.0170982813730457,"FDR down","Down"
"ENSMUSG00000017404","Rpl19",4776.12680261416,-0.360216004002632,-0.314280248886547,0.094854529516622,-4.04791613625354,5.16756539381582e-05,0.0170982813730457,"FDR down","Not significant"
"ENSMUSG00000020953","Coch",472.962916688266,1.02271927785846,0.878749979750112,0.276994591599131,4.03400955878289,5.48330858365514e-05,0.017601420553533,"FDR up","Up"
"ENSMUSG00000038351","Sgsm2",1725.39070789326,-0.432497781844296,-0.37498842737167,0.115087118448913,-4.03688509853209,5.41655805596608e-05,0.017601420553533,"FDR down","Not significant"
"ENSMUSG00000047414","Flrt2",1309.57982599073,0.397553790754012,0.345398275898809,0.105865186404401,4.02297699801975,5.74671108006787e-05,0.0181756639998558,"FDR up","Not significant"
"ENSMUSG00000067288","Rps28",1042.02998640898,-0.469835750162258,-0.406086689705194,0.126092464206117,-4.01633875555824,5.91092737964252e-05,0.0184241036455031,"FDR down","Not significant"
"ENSMUSG00000070522","Gm6505",5.19283140582082,5.80967707049238,5.61936853665266,2.59961564839817,3.95610356387969,7.61821449974259e-05,0.0234064198922806,"FDR up","Up"
"ENSMUSG00000031320","Rps4x",3831.81639440438,-0.333597501272338,-0.289416271808777,0.0900444376144963,-3.95094374333575,7.78436225806096e-05,0.0235800393076221,"FDR down","Not significant"
"ENSMUSG00000064367","mt-Nd5",68568.0419240831,-0.377413115398465,-0.325334892177264,0.102660546271272,-3.94590556786831,7.9498943224903e-05,0.0237469968324721,"FDR down","Not significant"
"ENSMUSG00000033720","Sfxn5",3178.06474564163,-0.331288593161353,-0.287140356522444,0.0896337956612609,-3.94222768791666,8.0728283708741e-05,0.0237838794208752,"FDR down","Not significant"
"ENSMUSG00000052397","Ezr",1473.88091538726,-0.387806921095539,-0.334208689505057,0.105847927679645,-3.93729127523645,8.24065565161215e-05,0.0239502406890841,"FDR down","Not significant"
"ENSMUSG00000027447","Cst3",19241.9826591493,-0.481490193985338,-0.412575994145399,0.132966959396571,-3.92608392508,8.63400412209596e-05,0.0247588702205224,"FDR down","Not significant"
"ENSMUSG00000062997","Rpl35",2399.05745803797,-0.368919845202957,-0.318088683426139,0.100966411525085,-3.92115745006679,8.81246559573612e-05,0.0248004629036211,"FDR down","Not significant"
"ENSMUSG00000018707","Dync1h1",10515.2767647596,0.33140171359151,0.287203155248931,0.0902548628414068,3.91934116564085,8.87913536792125e-05,0.0248004629036211,"FDR up","Not significant"
"ENSMUSG00000042613","Pbxip1",1015.4504293823,-0.410269138188901,-0.352652281163687,0.112976116567598,-3.91578344555335,9.01111061523626e-05,0.0248464046156265,"FDR down","Not significant"
"ENSMUSG00000064357","mt-Atp6",133770.195397986,-0.592918227191556,-0.504249111181757,0.166108997286859,-3.90111328300547,9.57513274498506e-05,0.0257415474932992,"FDR down","Down"
"ENSMUSG00000006333","Rps9",3226.21350963646,-0.356624689182974,-0.307193456621908,0.0980241933724317,-3.90183249878743,9.5467212104774e-05,0.0257415474932992,"FDR down","Not significant"
"ENSMUSG00000025794","Rpl14",3790.57776876127,-0.394200336431547,-0.336229847305441,0.109171969505666,-3.89411901690739,9.85562550036565e-05,0.0258992660011961,"FDR down","Not significant"
"ENSMUSG00000020964","Sel1l",4071.50603741574,0.279663148270554,0.24348846770431,0.0760196554918076,3.89365159343215,9.87464459058949e-05,0.0258992660011961,"FDR up","Not significant"
"ENSMUSG00000034892","Rps29",3331.00276557329,-0.44077928901132,-0.376611496563557,0.122902477025118,-3.88581180190722,0.00010198849645393,0.0264273083522249,"FDR down","Not significant"
"ENSMUSG00000058600","Rpl30",2147.12018971694,-0.443887481640967,-0.379960825069325,0.12416935484618,-3.87551026717871,0.000106401492997811,0.0272425822607609,"FDR down","Not significant"
"ENSMUSG00000030744","Rps3",5982.16637198915,-0.328126082479052,-0.282818300835452,0.0905977432829495,-3.87231055335176,0.000107808465655667,0.027278078480664,"FDR down","Not significant"
"ENSMUSG00000100755","Rps23-ps1",1934.68377864213,-0.453839613294871,-0.386426972579026,0.127717582995833,-3.86125422946241,0.000112806449095885,0.0282107941942465,"FDR down","Not significant"
"ENSMUSG00000084416","Rpl10a-ps1",703.619277393284,-0.613574869835152,-0.519029237082416,0.174586032002592,-3.85570196783262,0.00011539801034169,0.028527184004813,"FDR down","Down"
"ENSMUSG00000043801","Oaz1-ps",1308.22317500843,-0.363588260154141,-0.30984448244425,0.101944077117571,-3.84121389491194,0.000122427374388596,0.0299209720565401,"FDR down","Not significant"
"ENSMUSG00000087412","Gm15501",34.9956102562415,-2.1285720531446,-1.78190206656572,0.618494710081504,-3.83764967197937,0.000124217523732728,0.0300173739653907,"FDR down","Down"
"ENSMUSG00000044708","Kcnj10",4211.72983764708,-0.375585503223413,-0.320283050735111,0.105967247596117,-3.82743590664111,0.000129485085866002,0.0309426193524457,"FDR down","Not significant"
"ENSMUSG00000037622","Wdtc1",1569.53436316933,-0.35165454284817,-0.300320020501806,0.0994138148804542,-3.8085976303913,0.000139757164742538,0.0330303004628326,"FDR down","Not significant"
"ENSMUSG00000024914","Drap1",2988.78617975408,-0.352600066493456,-0.300008678413469,0.100755008544274,-3.7760760520788,0.000159318364589395,0.0368436566368185,"FDR down","Not significant"
"ENSMUSG00000029467","Atp2a2",18128.0842437044,0.323929936423198,0.276971639247885,0.0920380674715081,3.77743073533225,0.0001584545529053,0.0368436566368185,"FDR up","Not significant"
"ENSMUSG00000064345","mt-Nd2",77278.0296484055,-0.579364986330044,-0.484074755640746,0.170108293376562,-3.76090960121879,0.000169296608998829,0.0376778776260838,"FDR down","Not significant"
"ENSMUSG00000025290","Rps24",3658.30217685698,-0.413392120157936,-0.351107759170048,0.11962762257852,-3.76019742408474,0.000169779315836275,0.0376778776260838,"FDR down","Not significant"
"ENSMUSG00000005360","Slc1a3",11978.0288687947,-0.409677690924109,-0.345923491035559,0.118719598653193,-3.75740410462307,0.000171685126115042,0.0376778776260838,"FDR down","Not significant"
"ENSMUSG00000058603","Rpl28-ps1",1137.00058337861,-0.409651670851111,-0.345647988312238,0.118651427916261,-3.75888651888715,0.000170671221275565,0.0376778776260838,"FDR down","Not significant"
"ENSMUSG00000031029","Eif3f",2126.31775853997,-0.301363467409059,-0.257132044933535,0.0856133336727238,-3.76404476330612,0.000167186936089473,0.0376778776260838,"FDR down","Not significant"
"ENSMUSG00000021242","Npc2",1120.02826346052,-0.362469423075688,-0.306987068049954,0.104873539848078,-3.74162328381379,0.000182835447078758,0.0397196157608368,"FDR down","Not significant"
"ENSMUSG00000036907","C1ql2",251.347398326086,-6.06750895113875,-0.00537393258638662,0.0702170417612532,-3.7338108620261,0.000188604151142877,0.0405630947862986,"FDR down","Not significant"
"ENSMUSG00000058174","Gm5148",374.662878387028,-0.763441449232224,-0.631995462881457,0.229522258735377,-3.71413134280051,0.000203902878372362,0.0424471705494533,"FDR down","Down"
"ENSMUSG00000026385","Dbi",1391.37858571235,-0.572512719151393,-0.476641494824536,0.170743103519743,-3.71390211169745,0.000204087763464323,0.0424471705494533,"FDR down","Not significant"
"ENSMUSG00000094910","D430019H16Rik",3340.84809907047,-0.484736661015396,-0.407945574054021,0.143702374994748,-3.71003247355265,0.000207232664141563,0.0424471705494533,"FDR down","Not significant"
"ENSMUSG00000064358","mt-Co3",140791.430486213,-0.483850324678531,-0.394441974818697,0.144099332092329,-3.71094406497978,0.000206487730857062,0.0424471705494533,"FDR down","Not significant"
"ENSMUSG00000006676","Usp19",2110.59935516596,0.276899962169506,0.237062216972692,0.0794202007842375,3.71381379034776,0.000204159040582623,0.0424471705494533,"FDR up","Not significant"
"ENSMUSG00000016252","Atp5f1e",1499.29475160212,-0.314346167034602,-0.266696496316484,0.0914061009631398,-3.69853858368441,0.000216844390916357,0.0431821510688712,"FDR down","Not significant"
"ENSMUSG00000025220","Oga",4984.50425069106,0.27259053875664,0.233452162300487,0.0784374999936008,3.69977011027893,0.000215794855274967,0.0431821510688712,"FDR up","Not significant"
"ENSMUSG00000031980","Agt",193.193300665824,-2.16291756697733,-0.0285430690790836,0.078650852135487,-3.70068258972003,0.00021502029738585,0.0431821510688712,"FDR down","Not significant"
"ENSMUSG00000039533","Mmd2",3109.10731329174,-0.425001607099232,-0.355567432191084,0.126084812965003,-3.69306894816975,0.000221563919643742,0.0435671960175894,"FDR down","Not significant"
"ENSMUSG00000028081","Rps3a1",4804.16431351008,-0.387546452650082,-0.325346273041391,0.114565152731475,-3.68870886099799,0.000225394956638628,0.0435671960175894,"FDR down","Not significant"
"ENSMUSG00000002985","Apoe",23408.8482860125,-0.369417049514864,-0.307908760692726,0.109110176949248,-3.68703649732797,0.00022688082735714,0.0435671960175894,"FDR down","Not significant"
"ENSMUSG00000029614","Rpl6",4504.83880869577,-0.322926204786182,-0.273198551550501,0.0943873257011911,-3.68866995025159,0.000225429424234454,0.0435671960175894,"FDR down","Not significant"
"ENSMUSG00000060938","Rpl26",3387.62670060291,-0.401241405905523,-0.335880180424339,0.119171938908776,-3.68163016047455,0.000231747424516632,0.0441078925582231,"FDR down","Not significant"
"ENSMUSG00000028517","Plpp3",4429.80447971285,-0.366040853707851,-0.307570314231342,0.108199177409457,-3.67905841500202,0.000234096648810301,0.0441641809295013,"FDR down","Not significant"
"ENSMUSG00000025372","Baiap2",5569.56370910496,0.314639775057132,0.266458784628601,0.0921590416324624,3.67643286102605,0.000236518065910569,0.0442329916829444,"FDR up","Not significant"
"ENSMUSG00000057863","Rpl36",1327.34095876669,-0.361055409735959,-0.303482082363215,0.106803997756645,-3.67401740889745,0.000238766454004823,0.0442685355713943,"FDR down","Not significant"
"ENSMUSG00000095597","Rps7-ps3",591.337312889087,-0.715712442843318,-0.589791344502222,0.218448610716276,-3.66941292046161,0.000243108129800931,0.0446882610908429,"FDR down","Down"
"ENSMUSG00000042066","Tmcc2",4340.85191359161,-0.352624524543646,-0.296058756662822,0.104611534143942,-3.6614989937892,0.000250743846224116,0.0457012533961191,"FDR down","Not significant"
"ENSMUSG00000045967","Gpr158",3420.73864619341,0.454667744830039,0.38280303799873,0.136863039833345,3.65243499686948,0.000259765364683149,0.045793227034758,"FDR up","Not significant"
"ENSMUSG00000004902","Slc25a18",888.081204519588,-0.460986022093588,-0.382488408126813,0.13929539275849,-3.65261223911457,0.000259586072467269,0.045793227034758,"FDR down","Not significant"
"ENSMUSG00000067274","Rplp0",3386.0540838649,-0.358677828800185,-0.30085532393148,0.10674334558165,-3.65591119672264,0.000256270064238004,0.045793227034758,"FDR down","Not significant"
"ENSMUSG00000054252","Fgfr3",2185.21037103051,-0.351784174737295,-0.29529638248288,0.104515771506153,-3.65630630550296,0.000255875587754748,0.045793227034758,"FDR down","Not significant"
"ENSMUSG00000038128","Camk4",815.268961778256,0.578090776609713,0.477359987999726,0.176754090450252,3.64500794274002,0.000267383543503622,0.0467529908140846,"FDR up","Not significant"
"ENSMUSG00000040537","Adam22",4006.36650400196,0.276255503784332,0.234405292516065,0.0812682117178231,3.63352272749598,0.000279577807904465,0.0484909670532366,"FDR up","Not significant"
"ENSMUSG00000064354","mt-Co2",29514.009393118,-0.639097287460278,-0.522792509136903,0.198871612798357,-3.61003651169593,0.000306153906971818,0.0526756166179431,"Not significant","Not significant"
"ENSMUSG00000026811","St6galnac6",2267.21690051707,-0.304471182066601,-0.254077673949769,0.0914022553247534,-3.59734318978261,0.000321484189859105,0.0548742894547602,"Not significant","Not significant"
"ENSMUSG00000031983","2310022B05Rik",1075.4017483929,-0.501887767596958,-0.405391277558347,0.157614173867523,-3.56641998302531,0.000361891240182408,0.0609736020561505,"Not significant","Not significant"
"ENSMUSG00000024073","Birc6",1977.12378002682,0.262670574655761,0.221926826786484,0.0786645333059887,3.56569914412465,0.00036288748143336,0.0609736020561505,"Not significant","Not significant"
"ENSMUSG00000026343","Gpr39",60.6246296306734,-1.7978230167173,-0.0353183635926103,0.0834845073381019,-3.56219644969581,0.000367765018865153,0.0613141260521926,"Not significant","Not significant"
"ENSMUSG00000040724","Kcna2",4874.47055426913,0.510342768793427,0.415722283304654,0.161372327253381,3.54554670875637,0.000391799543193117,0.0648187136573413,"Not significant","Not significant"
"ENSMUSG00000046330","Rpl37a",2252.87701691764,-0.389828446445875,-0.320018952913655,0.121349519282198,-3.54330966642436,0.000395138422970663,0.0648720768154966,"Not significant","Not significant"
"ENSMUSG00000061787","Rps17",2014.54596207979,-0.407922807772897,-0.334898978844893,0.127644859122364,-3.53728788825103,0.000404258755177056,0.0658666139969162,"Not significant","Not significant"
"ENSMUSG00000058546","Rpl23a",4103.70894003265,-0.373372800818215,-0.307141913019339,0.116470274674982,-3.52927771574778,0.000416695597786822,0.0673824979067758,"Not significant","Not significant"
"ENSMUSG00000038976","Ppp1r9b",22791.5169473356,-0.397452254785974,-0.323684869337859,0.125167982606347,-3.51929956091093,0.000432687848713784,0.0689319819428692,"Not significant","Not significant"
"ENSMUSG00000031111","Igsf1",96.9190954243769,-2.67684803514419,-0.0188707503294302,0.073635912020448,-3.52042019140048,0.000430863634708152,0.0689319819428692,"Not significant","Not significant"
"ENSMUSG00000025241","Fyco1",536.669385959753,-0.604866765871264,-0.487349120404406,0.195241461535563,-3.51216775954021,0.000444467343222043,0.0698373836186836,"Not significant","Not significant"
"ENSMUSG00000030432","Rpl28",1646.56995772178,-0.301881404759761,-0.250796743271195,0.0931759437829351,-3.51192981507121,0.000444865465000216,0.0698373836186836,"Not significant","Not significant"
"ENSMUSG00000021792","Prxl2a",1977.85300947143,-0.498283419733922,-0.402851005133218,0.159882233193608,-3.50400760095448,0.000458312276171433,0.0714269719102827,"Not significant","Not significant"
"ENSMUSG00000047675","Rps8",4311.26513208361,-0.418595347012505,-0.339755963599159,0.13320552675742,-3.49907842243047,0.000466869244337202,0.072164268800636,"Not significant","Not significant"
"ENSMUSG00000039278","Pcsk1n",9037.03559176512,-0.331848033036451,-0.271023915375932,0.103883908852704,-3.49743570846176,0.000469753923470918,0.072164268800636,"Not significant","Not significant"
"ENSMUSG00000005268","Prlr",43.6985527130713,-3.24379541119384,-0.0144434292773122,0.072083480478615,-3.49158937356224,0.000480155796570429,0.0732390830981576,"Not significant","Not significant"
"ENSMUSG00000096764","Gm21985",122.678809345335,0.997446307390849,0.792355542804802,0.332879133875586,3.46587052880093,0.000528517720606191,0.0789363237297038,"Not significant","Not significant"
"ENSMUSG00000031309","Rps6ka3",1099.6534701811,0.449140600989871,0.362864452227759,0.145347678410439,3.46605549499428,0.000528154254077581,0.0789363237297038,"Not significant","Not significant"
"ENSMUSG00000002602","Axl",906.777562704105,-0.326609921549806,-0.268246466658913,0.103064108010113,-3.46815643322458,0.000524042136624124,0.0789363237297038,"Not significant","Not significant"
"ENSMUSG00000026220","Slc16a14",97.6049448078607,0.866821026998809,0.688033762869244,0.289659268745919,3.45514764533552,0.000549991551674389,0.0813978506950301,"Not significant","Not significant"
"ENSMUSG00000024127","Prepl",6783.23239816177,0.275055175178804,0.22853537044205,0.0858851484840807,3.45388727578959,0.000552568289462705,0.0813978506950301,"Not significant","Not significant"
"ENSMUSG00000044308","Ubr3",3771.49862370729,0.380183644066817,0.308752733346232,0.122478746192464,3.44691706087079,0.000567022626341826,0.0818453397633131,"Not significant","Not significant"
"ENSMUSG00000033577","Myo6",2042.05006540729,-0.361040946707415,-0.293853685237899,0.11574950248076,-3.4485341632218,0.000563638164061697,0.0818453397633131,"Not significant","Not significant"
"ENSMUSG00000060036","Rpl3",8894.00732680335,-0.359011841100915,-0.292474726252581,0.11509477014577,-3.4470109531525,0.000566825601133131,0.0818453397633131,"Not significant","Not significant"
