"GeneName","GeneID","Accession","PearsonR","PearsonP","SpearmanRho","SpearmanP","PearsonPadj","SpearmanPadj"
"Nexn","ENSMUSG00000039103","Q7TPW1",-0.875863719880722,0.0221582654423988,-0.942857142857143,0.00480466472303207,0.943577889270977,0.309943773427738
"Suclg2","ENSMUSG00000061838","Q9Z2I8",-0.712827263163809,0.11186096458445,-0.942857142857143,0.00480466472303207,0.973183244215652,0.309943773427738
"Arl2bp","ENSMUSG00000031776","Q9D385",-0.936057953449653,0.00600216171923636,-0.942857142857143,0.00480466472303207,0.943577889270977,0.309943773427738
"Rbm3","ENSMUSG00000031167","O89086",0.837926231777425,0.0372731902364016,0.942857142857143,0.00480466472303207,0.943577889270977,0.309943773427738
"Lum","ENSMUSG00000036446","P51885",-0.898700250146119,0.0148727082325616,-0.942857142857143,0.00480466472303207,0.943577889270977,0.309943773427738
"Tex264","ENSMUSG00000040813","E9Q137",0.975873287361736,0.000866125335338003,0.942857142857143,0.00480466472303207,0.802054158795633,0.309943773427738
"Pdcd6","ENSMUSG00000021576","P12815",-0.927871717876488,0.00761611032300472,-0.942857142857143,0.00480466472303207,0.943577889270977,0.309943773427738
"Ywhae","ENSMUSG00000020849","P62259",-0.844533330589036,0.0343760221629646,-0.942857142857143,0.00480466472303207,0.943577889270977,0.309943773427738
"Rbbp9","ENSMUSG00000027428","O88851",-0.92962839857331,0.00725399763569228,-0.942857142857143,0.00480466472303207,0.943577889270977,0.309943773427738
"Gpc4","ENSMUSG00000031119","P51655",-0.620685741457337,0.188531223823979,-0.942857142857143,0.00480466472303207,0.977938601459355,0.309943773427738
"Usp30","ENSMUSG00000029592","Q3UN04",0.721895613884349,0.105258492755909,0.942857142857143,0.00480466472303207,0.973183244215652,0.309943773427738
"Ndufaf5","ENSMUSG00000027384","A2APY7",-0.924425643316622,0.00835140424077766,-0.942857142857143,0.00480466472303207,0.943577889270977,0.309943773427738
"Cpne6","ENSMUSG00000022212","Q9Z140",-0.922213268234615,0.00884082842731835,-0.942857142857143,0.00480466472303207,0.943577889270977,0.309943773427738
"Serpine2","ENSMUSG00000026249","Q07235",0.691331959050629,0.128209617370522,0.942857142857143,0.00480466472303207,0.977938601459355,0.309943773427738
"Cfl1","ENSMUSG00000056201","P18760",0.871914071173521,0.0235583185401734,0.942857142857143,0.00480466472303207,0.943577889270977,0.309943773427738
"Minpp1","ENSMUSG00000024896","Q9Z2L6",0.7290191399085,0.100196792636012,0.942857142857143,0.00480466472303207,0.973183244215652,0.309943773427738
"Phyh","ENSMUSG00000026664","O35386",0.734407776478757,0.096441508428755,0.942857142857143,0.00480466472303207,0.971811206101516,0.309943773427738
"Mapk8ip2","ENSMUSG00000022619","Q9ERE9",-0.801273351873132,0.0553143367308223,-0.942857142857143,0.00480466472303207,0.943577889270977,0.309943773427738
"Cops4","ENSMUSG00000035297","O88544",0.883687822935466,0.0195060178460688,0.942857142857143,0.00480466472303207,0.943577889270977,0.309943773427738
"Prpf40a","ENSMUSG00000061136","Q9R1C7",0.649825483839698,0.162463704315697,0.942857142857143,0.00480466472303207,0.977938601459355,0.309943773427738
"Stat5b","ENSMUSG00000020919","P42232",0.847261363658412,0.0332120097716127,0.942857142857143,0.00480466472303207,0.943577889270977,0.309943773427738
"Usp12","ENSMUSG00000029640","Q9D9M2",-0.887438901269044,0.0182919268074926,-0.942857142857143,0.00480466472303207,0.943577889270977,0.309943773427738
"Hnrnpul2","ENSMUSG00000071659","Q00PI9",0.80389346056556,0.0539157516473612,0.942857142857143,0.00480466472303207,0.943577889270977,0.309943773427738
"Naa15","ENSMUSG00000063273","Q80UM3",-0.794019752839714,0.0592721425570178,-0.942857142857143,0.00480466472303207,0.943577889270977,0.309943773427738
"Khsrp","ENSMUSG00000007670","Q3U0V1",0.833417143867846,0.0393134474707518,0.942857142857143,0.00480466472303207,0.943577889270977,0.309943773427738
"Bag1","ENSMUSG00000028416","Q60739",0.616161020799421,0.192722591222846,0.942857142857143,0.00480466472303207,0.977938601459355,0.309943773427738
"Uchl3","ENSMUSG00000022111","Q9JKB1",-0.921023607712253,0.00910960724574414,-0.942857142857143,0.00480466472303207,0.943577889270977,0.309943773427738
"Pxk","ENSMUSG00000033885","Q8BX57",0.916596868901356,0.0101440438945432,0.942857142857143,0.00480466472303207,0.943577889270977,0.309943773427738
"Arhgef40","ENSMUSG00000004562","Q3UPH7",0.832712672270141,0.0396368029114637,0.942857142857143,0.00480466472303207,0.943577889270977,0.309943773427738
"Scarb2","ENSMUSG00000029426","O35114",0.932578080342563,0.00666533245124537,0.942857142857143,0.00480466472303207,0.943577889270977,0.309943773427738
"Kcnip1","ENSMUSG00000053519","Q9JJ57",-0.97091213796873,0.00125684990222519,-0.942857142857143,0.00480466472303207,0.802054158795633,0.309943773427738
"Sppl2a","ENSMUSG00000027366","Q9JJF9",0.705687121279219,0.117183404707537,0.942857142857143,0.00480466472303207,0.977938601459355,0.309943773427738
"Actr1a","ENSMUSG00000025228","P61164",0.895661042261915,0.015761977959784,0.942857142857143,0.00480466472303207,0.943577889270977,0.309943773427738
"Chrm1","ENSMUSG00000032773","P12657",0.640171102432494,0.170920499793289,0.942857142857143,0.00480466472303207,0.977938601459355,0.309943773427738
"Lrpap1","ENSMUSG00000029103","P55302",0.736463656857451,0.0950256216966022,0.942857142857143,0.00480466472303207,0.971811206101516,0.309943773427738
"Mex3c","ENSMUSG00000037253","Q05A36",-0.650843083365825,0.161582872353804,-0.942857142857143,0.00480466472303207,0.977938601459355,0.309943773427738
"Abracl","ENSMUSG00000078453","Q4KML4",0.761229332369098,0.0787108187740627,0.942857142857143,0.00480466472303207,0.96506244105041,0.309943773427738
"Dcaf6","ENSMUSG00000026571","Q9DC22",-0.866684572860253,0.0254747969193668,-0.942857142857143,0.00480466472303207,0.943577889270977,0.309943773427738
"Slc16a2","ENSMUSG00000033965","O70324",0.928453233133643,0.00749528797555263,0.942857142857143,0.00480466472303207,0.943577889270977,0.309943773427738
"Dnaja3","ENSMUSG00000004069","Q99M87",0.77589279980409,0.0697082715920413,0.942857142857143,0.00480466472303207,0.96506244105041,0.309943773427738
"Anp32e","ENSMUSG00000015749","P97822",0.64370400571076,0.16780492882337,0.942857142857143,0.00480466472303207,0.977938601459355,0.309943773427738
"Nhlrc1","ENSMUSG00000044231","Q8BR37",0.723219619474608,0.104309358804276,0.942857142857143,0.00480466472303207,0.973183244215652,0.309943773427738
"Rasip1","ENSMUSG00000044562","Q3U0S6",-0.414009672305129,0.414466950292019,-0.942857142857143,0.00480466472303207,0.993701345205567,0.309943773427738
"Sar1a","ENSMUSG00000020088","P36536",0.774250256988341,0.0706919836704043,0.942857142857143,0.00480466472303207,0.96506244105041,0.309943773427738
"Srpra","ENSMUSG00000032042","Q9DBG7",0.849638022491477,0.0322133401745468,0.942857142857143,0.00480466472303207,0.943577889270977,0.309943773427738
"Tfb1m","ENSMUSG00000036983","Q8JZM0",-0.679844241944071,0.137341628040195,-0.942857142857143,0.00480466472303207,0.977938601459355,0.309943773427738
"Top1","ENSMUSG00000070544","Q04750",0.920080566589904,0.00932544641549377,0.942857142857143,0.00480466472303207,0.943577889270977,0.309943773427738
"Cox5a","ENSMUSG00000000088","P12787",-0.833991980130066,0.0390505144823854,-0.942857142857143,0.00480466472303207,0.943577889270977,0.309943773427738
"Tnfaip1","ENSMUSG00000017615","O70479",-0.970482161542989,0.00129409469330182,-0.942857142857143,0.00480466472303207,0.802054158795633,0.309943773427738
"Pfn3","ENSMUSG00000044444","Q9DAD6",-0.854820408006791,0.0300856874965005,-0.898645105261295,0.0148886220055804,0.943577889270977,0.564973446402865
"Pdzrn3","ENSMUSG00000035357","Q69ZS0",0.675733300625029,0.140675196356963,0.885714285714286,0.0188454810495627,0.977938601459355,0.564973446402865
"Micos13","ENSMUSG00000049760","Q8R404",0.881510920033015,0.0202277197861887,0.885714285714286,0.0188454810495627,0.943577889270977,0.564973446402865
"Jph4","ENSMUSG00000022208","Q80WT0",0.860073527429471,0.0279992871603523,0.885714285714286,0.0188454810495627,0.943577889270977,0.564973446402865
"Grsf1","ENSMUSG00000044221","Q8C5Q4",0.744085014598478,0.0898584661296349,0.885714285714286,0.0188454810495627,0.970471277396627,0.564973446402865
"Eif2b5","ENSMUSG00000003235","Q8CHW4",0.673489180624457,0.142509425329438,0.885714285714286,0.0188454810495627,0.977938601459355,0.564973446402865
"Gstm2","ENSMUSG00000040562","P15626",0.811177480103204,0.0501147822531892,0.885714285714286,0.0188454810495627,0.943577889270977,0.564973446402865
"Rnf25","ENSMUSG00000026171","Q9QZR0",0.684726402933558,0.133427467128048,0.885714285714286,0.0188454810495627,0.977938601459355,0.564973446402865
"Pde12","ENSMUSG00000043702","Q3TIU4",0.479918368264046,0.335390240473607,0.885714285714286,0.0188454810495627,0.993342254592875,0.564973446402865
"Tusc3","ENSMUSG00000118664","Q8BTV1",0.730218777688277,0.0993552658286708,0.885714285714286,0.0188454810495627,0.973183244215652,0.564973446402865
"Atrnl1","ENSMUSG00000054843","Q6A051",0.747351503215513,0.0876834580779524,0.885714285714286,0.0188454810495627,0.969968262049236,0.564973446402865
"Tom1l2","ENSMUSG00000000538","Q5SRX1",0.924425009030393,0.00835154261458386,0.885714285714286,0.0188454810495627,0.943577889270977,0.564973446402865
"Fbln5","ENSMUSG00000021186","Q9WVH9",0.706334147706414,0.116696631570641,0.885714285714286,0.0188454810495627,0.976979331515507,0.564973446402865
"Mrpl14","ENSMUSG00000023939","Q9D1I6",0.561420999428833,0.246346636583819,0.885714285714286,0.0188454810495627,0.977938601459355,0.564973446402865
"Cspg4","ENSMUSG00000032911","Q8VHY0",0.592298038014081,0.215447043262038,0.885714285714286,0.0188454810495627,0.977938601459355,0.564973446402865
"Ppcs","ENSMUSG00000028636","Q8VDG5",0.941677267868618,0.00500311804018674,0.885714285714286,0.0188454810495627,0.943577889270977,0.564973446402865
"Nploc4","ENSMUSG00000039703","P60670",0.764217199573224,0.0768362944917263,0.885714285714286,0.0188454810495627,0.96506244105041,0.564973446402865
"Arap1","ENSMUSG00000032812","Q4LDD4",0.754946466323143,0.0827189679595636,0.885714285714286,0.0188454810495627,0.96506244105041,0.564973446402865
"Crocc","ENSMUSG00000040860","Q8CJ40",0.901821959124109,0.0139852260459749,0.885714285714286,0.0188454810495627,0.943577889270977,0.564973446402865
"Erlin1","ENSMUSG00000025198","Q91X78",0.858848896852138,0.0284793294265366,0.885714285714286,0.0188454810495627,0.943577889270977,0.564973446402865
"Nudt5","ENSMUSG00000025817","Q9JKX6",0.585031037413144,0.222570189893683,0.885714285714286,0.0188454810495627,0.977938601459355,0.564973446402865
"Ik","ENSMUSG00000024474","Q9Z1M8",0.825131252873709,0.043194955490124,0.885714285714286,0.0188454810495627,0.943577889270977,0.564973446402865
"Tmem192","ENSMUSG00000025521","Q9CXT7",0.780574329074345,0.0669390251254982,0.885714285714286,0.0188454810495627,0.952333801631085,0.564973446402865
"Fabp3","ENSMUSG00000028773","P11404",0.839747066923037,0.0364637758473744,0.885714285714286,0.0188454810495627,0.943577889270977,0.564973446402865
"Rhof","ENSMUSG00000029449","Q8BYP3",0.822146225730945,0.0446350153492895,0.885714285714286,0.0188454810495627,0.943577889270977,0.564973446402865
"Tubb3","ENSMUSG00000062380","Q9ERD7",0.942025085984612,0.00494420651177396,0.885714285714286,0.0188454810495627,0.943577889270977,0.564973446402865
"Mgll","ENSMUSG00000033174","O35678",0.767875033168722,0.074569321581952,0.885714285714286,0.0188454810495627,0.96506244105041,0.564973446402865
"Dnaaf9","ENSMUSG00000027309","Q7TT23",0.864174128593064,0.0264200978560696,0.885714285714286,0.0188454810495627,0.943577889270977,0.564973446402865
"Trim23","ENSMUSG00000021712","Q8BGX0",0.97960879177496,0.000619462713128123,0.885714285714286,0.0188454810495627,0.802054158795633,0.564973446402865
"Thumpd3","ENSMUSG00000030264","P97770",0.897598941235815,0.0151920776889461,0.885714285714286,0.0188454810495627,0.943577889270977,0.564973446402865
"Dctn3","ENSMUSG00000028447","Q9Z0Y1",0.83932983704239,0.0366485097007603,0.885714285714286,0.0188454810495627,0.943577889270977,0.564973446402865
"Myef2","ENSMUSG00000027201","Q8C854",0.677297463795549,0.139402765101985,0.885714285714286,0.0188454810495627,0.977938601459355,0.564973446402865
"Yap1","ENSMUSG00000053110","P46938",0.901235911319552,0.0141498283115068,0.885714285714286,0.0188454810495627,0.943577889270977,0.564973446402865
"Sh3gl2","ENSMUSG00000028488","Q62420",0.736606623822881,0.0949275071885128,0.885714285714286,0.0188454810495627,0.971811206101516,0.564973446402865
"Zmiz1","ENSMUSG00000007817","Q6P1E1",0.855621667707504,0.0297628636614116,0.885714285714286,0.0188454810495627,0.943577889270977,0.564973446402865
"Os9","ENSMUSG00000040462","Q8K2C7",0.721446921504563,0.105581006488116,0.885714285714286,0.0188454810495627,0.973183244215652,0.564973446402865
"Arc","ENSMUSG00000022602","Q9WV31",0.894252248332385,0.0161826137585064,0.885714285714286,0.0188454810495627,0.943577889270977,0.564973446402865
"Gga1","ENSMUSG00000033128","Q8R0H9",0.881394831524782,0.0202665585014515,0.885714285714286,0.0188454810495627,0.943577889270977,0.564973446402865
"Lman1","ENSMUSG00000041891","Q9D0F3",0.957553957735188,0.00266426294963255,0.885714285714286,0.0188454810495627,0.802054158795633,0.564973446402865
"Psmg3","ENSMUSG00000029551","Q9CZH3",0.747142715856581,0.0878217656373414,0.885714285714286,0.0188454810495627,0.969968262049236,0.564973446402865
"Efnb3","ENSMUSG00000003934","O35393",0.708130487977881,0.1153498555057,0.885714285714286,0.0188454810495627,0.973183244215652,0.564973446402865
"Adgrb1","ENSMUSG00000034730","Q3UHD1",0.854120792699851,0.0303689057150443,0.885714285714286,0.0188454810495627,0.943577889270977,0.564973446402865
"Lrrc75a","ENSMUSG00000046417","Q7TSF4",0.857317809240912,0.0290849345124379,0.885714285714286,0.0188454810495627,0.943577889270977,0.564973446402865
"Slc7a6os","ENSMUSG00000033106","Q7TPE5",0.473496844755468,0.342833554441983,0.885714285714286,0.0188454810495627,0.993701345205567,0.564973446402865
"Igbp1","ENSMUSG00000031221","Q61249",0.698350083554191,0.122765042170815,0.885714285714286,0.0188454810495627,0.977938601459355,0.564973446402865
"Smarcd3","ENSMUSG00000028949","Q6P9Z1",0.701509476098773,0.12034764494812,0.885714285714286,0.0188454810495627,0.977938601459355,0.564973446402865
"Slc16a1","ENSMUSG00000032902","P53986",0.698499660186672,0.122650121839082,0.885714285714286,0.0188454810495627,0.977938601459355,0.564973446402865
"Ddx1","ENSMUSG00000037149","Q91VR5",0.728609746147639,0.100484696440434,0.885714285714286,0.0188454810495627,0.973183244215652,0.564973446402865
"Rap1b","ENSMUSG00000052681","Q99JI6",0.939663608235499,0.00535089353783009,0.885714285714286,0.0188454810495627,0.943577889270977,0.564973446402865
"Cisd2","ENSMUSG00000028165","Q9CQB5",0.763883648721468,0.0770445437673121,0.885714285714286,0.0188454810495627,0.96506244105041,0.564973446402865
"Efemp1","ENSMUSG00000020467","Q8BPB5",0.683723793367528,0.134227302816456,0.885714285714286,0.0188454810495627,0.977938601459355,0.564973446402865
"Ddx42","ENSMUSG00000020705","Q810A7",0.864872587047371,0.0261554526568814,0.885714285714286,0.0188454810495627,0.943577889270977,0.564973446402865
"Rragc","ENSMUSG00000028646","Q99K70",0.940636116079838,0.00518150480873097,0.885714285714286,0.0188454810495627,0.943577889270977,0.564973446402865
"Rgma","ENSMUSG00000070509","Q6PCX7",0.64831900055193,0.163771418512006,0.885714285714286,0.0188454810495627,0.977938601459355,0.564973446402865
"Efhd2","ENSMUSG00000040659","Q9D8Y0",0.756877927930941,0.0814772416077811,0.885714285714286,0.0188454810495627,0.96506244105041,0.564973446402865
"Crot","ENSMUSG00000003623","Q9DC50",0.757845503545805,0.0808583756676147,0.885714285714286,0.0188454810495627,0.96506244105041,0.564973446402865
"Map1lc3a","ENSMUSG00000027602","Q91VR7",0.63507153576718,0.175459906238286,0.885714285714286,0.0188454810495627,0.977938601459355,0.564973446402865
"Dbnl","ENSMUSG00000020476","Q62418",0.844517308514592,0.0343829143062595,0.885714285714286,0.0188454810495627,0.943577889270977,0.564973446402865
"Ppp3cc","ENSMUSG00000022092","P48455",0.767868146035927,0.0745735610242639,0.885714285714286,0.0188454810495627,0.96506244105041,0.564973446402865
"Wdr73","ENSMUSG00000025722","Q9CWR1",0.764683775757456,0.0765454200969335,0.885714285714286,0.0188454810495627,0.96506244105041,0.564973446402865
"Rps11","ENSMUSG00000003429","P62281",-0.657810803962036,0.155606112773293,-0.885714285714286,0.0188454810495627,0.977938601459355,0.564973446402865
"Rpl14","ENSMUSG00000025794","Q9CR57",-0.74088112640435,0.0920149297500061,-0.885714285714286,0.0188454810495627,0.971253346283207,0.564973446402865
"Gstt2","ENSMUSG00000033318","Q61133",-0.754399655869535,0.0830720450108668,-0.885714285714286,0.0188454810495627,0.96506244105041,0.564973446402865
"Rpl30","ENSMUSG00000058600","P62889",-0.798361682698913,0.0568879100441917,-0.885714285714286,0.0188454810495627,0.943577889270977,0.564973446402865
"Slc1a2","ENSMUSG00000005089","P43006",-0.719141701364038,0.107244830229147,-0.885714285714286,0.0188454810495627,0.973183244215652,0.564973446402865
"M6pr","ENSMUSG00000007458","P24668",-0.837755888170094,0.0373493395411309,-0.885714285714286,0.0188454810495627,0.943577889270977,0.564973446402865
"Xkr4","ENSMUSG00000051951","Q5GH67",-0.714242081734982,0.11081923061929,-0.885714285714286,0.0188454810495627,0.973183244215652,0.564973446402865
"Rpl4","ENSMUSG00000032399","Q9D8E6",-0.889107637936078,0.0177638458282567,-0.885714285714286,0.0188454810495627,0.943577889270977,0.564973446402865
"Ighg2b","ENSMUSG00000076613","P01867",-0.845202274859374,0.0340888460346869,-0.885714285714286,0.0188454810495627,0.943577889270977,0.564973446402865
"Map1b","ENSMUSG00000052727","P14873",-0.782910197601236,0.0655764712752212,-0.885714285714286,0.0188454810495627,0.949681784255528,0.564973446402865
"Rpl23","ENSMUSG00000071415","P62830",-0.696605299079161,0.124109026838243,-0.885714285714286,0.0188454810495627,0.977938601459355,0.564973446402865
"Crtc3","ENSMUSG00000030527","Q91X84",-0.953434532357684,0.00320202921741731,-0.885714285714286,0.0188454810495627,0.888391164789398,0.564973446402865
"Fam162a","ENSMUSG00000003955","Q9D6U8",-0.777778305416465,0.0685867929496898,-0.885714285714286,0.0188454810495627,0.958490481743731,0.564973446402865
"Slc4a3","ENSMUSG00000006576","P16283",-0.911471097144349,0.0114091332262431,-0.885714285714286,0.0188454810495627,0.943577889270977,0.564973446402865
