"FeatureKey","Metabolite","KEGG","Class","SubClass","VIP","VIPCandidate","log2FC","PearsonR_RNA","Pvalue_RNA","padj_RNA","N_RNA","PearsonR_Protein","Pvalue_Protein","padj_Protein","N_Protein","DirectionPattern","Concordant","MeanAbsR","MinAbsR"
"FT2299NR","D-erythro-L-galacto-Nonulose",NA,"Organooxygen compounds","Carbohydrates and carbohydrate conjugates",1.52275910341544,TRUE,0.661638704719416,0.753465144125493,0.0836770280978122,0.760267849808906,6,0.7465053350429,0.0333737448199912,0.552990747215335,8,"RNA positive / Protein positive",TRUE,0.749985239584197,0.7465053350429
"FT5227PR","N-propyl-16,16-dimethyl-5Z,8Z,11Z,14Z-docosatetraenoyl amine",NA,"Fatty Acyls","Fatty amides",0.227145507519745,FALSE,-0.0520487649246027,0.757877102764129,0.0808382005346733,0.760267849808906,6,0.74450021734851,0.0341156515518802,0.552990747215335,8,"RNA positive / Protein positive",TRUE,0.75118866005632,0.74450021734851
"FT3744PR","Sphingosine","C00319","Organonitrogen compounds","Amines",1.05828953674145,FALSE,-0.28773855976617,-0.742625756114749,0.0908378239529374,0.760267849808906,6,-0.818546784219309,0.0129771182367388,0.501477491291417,8,"RNA negative / Protein negative",TRUE,0.780586270167029,0.742625756114749
"FT3193PR","Prolyl-Arginine",NA,"Carboxylic acids and derivatives","Amino acids, peptides, and analogues",0.484586848433177,FALSE,-0.304103292538381,-0.939578934003338,0.00536576807385906,0.543555659481085,6,-0.741122080563559,0.035388234596438,0.552990747215335,8,"RNA negative / Protein negative",TRUE,0.840350507283449,0.741122080563559
"FT0469PR","MALEAMIC ACID",NA,"Fatty Acyls","Fatty acids and conjugates",0.709810579771127,FALSE,0.206905599612248,0.749211532329452,0.0864556310551353,0.760267849808906,6,0.741021150932573,0.0354266948863095,0.552990747215335,8,"RNA positive / Protein positive",TRUE,0.745116341631012,0.741021150932573
"FT2835NR","FA(18:0;O)",NA,"Fatty Acyls","Fatty acids and conjugates",0.238727004183663,FALSE,0.082361193185779,-0.733795742528878,0.0968648167302016,0.760267849808906,6,-0.743730877897026,0.0344029661698094,0.552990747215335,8,"RNA negative / Protein negative",TRUE,0.738763310212952,0.733795742528878
"FT6215NR","LPS(O-18:1;O/0:0)",NA,"Glycerophospholipids","Glycerophosphoserines",0.895033506670817,FALSE,-0.303165519884537,-0.762829079043777,0.0777046310439852,0.760267849808906,6,-0.726805634876925,0.0411009264646331,0.570937791154668,8,"RNA negative / Protein negative",TRUE,0.744817356960351,0.726805634876925
"FT3639PR","(R)-Rhazinilam",NA,"Unclassified","Unclassified",1.41203024943906,FALSE,-1.02259020521864,-0.72622181950759,0.102171285935286,0.760267849808906,6,-0.800050196131611,0.0171078050610967,0.501477491291417,8,"RNA negative / Protein negative",TRUE,0.763136007819601,0.72622181950759
"FT0999NR","Ureidosuccinic acid","C00438","Carboxylic acids and derivatives","Amino acids, peptides, and analogues",0.878400040363543,FALSE,0.225910251946079,0.900146173652573,0.0144583693556728,0.59844341835905,6,0.725926411069075,0.0414688068754586,0.570937791154668,8,"RNA positive / Protein positive",TRUE,0.813036292360824,0.725926411069075
"FT3699PR","Palmitoleoyl Ethanolamide",NA,"Organonitrogen compounds","Amines",0.758546251281818,FALSE,-0.217264996907952,-0.761776987339229,0.0783657033872113,0.760267849808906,6,-0.723432681052603,0.0425230617878555,0.570937791154668,8,"RNA negative / Protein negative",TRUE,0.742604834195916,0.723432681052603
"FT3019PR","5-Hydroxy-2-(5-methyl-1-oxo-4-hexenyl)benzofuran",NA,"Benzofurans","Unclassified",0.471430294813729,FALSE,-0.182701939273718,-0.779010558487189,0.0678583428838699,0.760267849808906,6,-0.721679051955692,0.0432740572124597,0.574514626230179,8,"RNA negative / Protein negative",TRUE,0.75034480522144,0.721679051955692
"FT2293NR","Cysteinyl-Cysteine",NA,"Carboxylic acids and derivatives","Amino acids, peptides, and analogues",1.56938876178902,TRUE,0.638023434029496,0.720696978509712,0.106121027535239,0.760267849808906,6,0.794456726002659,0.0185003961676096,0.514258380867485,8,"RNA positive / Protein positive",TRUE,0.757576852256185,0.720696978509712
"FT5987PR","LysoPC(O-16:0/0:0)","C13903","Glycerophospholipids","Glycerophosphocholines",0.387011221084058,FALSE,-0.123868052421436,-0.722193017686975,0.1050449633691,0.760267849808906,6,-0.720316304853652,0.0438631627004091,0.575322528363535,8,"RNA negative / Protein negative",TRUE,0.721254661270313,0.720316304853652
"FT3640NR","N-stearoyl glycine",NA,"Carboxylic acids and derivatives","Amino acids, peptides, and analogues",0.77882722616076,FALSE,0.286191592579965,0.948494180142862,0.00391095562504318,0.543555659481085,6,0.71690555981096,0.0453587855352463,0.580093092074617,8,"RNA positive / Protein positive",TRUE,0.832699869976911,0.71690555981096
"FT2305PR","sn-glycero-3-Phosphoethanolamine",NA,"Glycerophospholipids","Glycerophosphoethanolamines",1.96890490074133,TRUE,1.14157533555238,0.716370556690605,0.10926011262907,0.760267849808906,6,0.743985599218424,0.0343076756436396,0.552990747215335,8,"RNA positive / Protein positive",TRUE,0.730178077954514,0.716370556690605
"FT2725PR","3-Methylbut-2-enoylcarnitine",NA,"Fatty Acyls","Fatty acid esters",0.063366952475422,FALSE,0.0297113985876299,-0.716298938038729,0.109312415500921,0.760267849808906,6,-0.763706008184138,0.0274144747001194,0.542455027678593,8,"RNA negative / Protein negative",TRUE,0.740002473111433,0.716298938038729
"FT1525PR","S-Propyl 1-propanesulfinothioate",NA,"Thiosulfinic acid esters","Unclassified",0.0383757153692444,FALSE,0.000135852503897141,0.763921408562769,0.0770209559726845,0.760267849808906,6,0.711111404392201,0.0479693174409755,0.584128132428263,8,"RNA positive / Protein positive",TRUE,0.737516406477485,0.711111404392201
"FT2885NR","2-Hexenoylcarnitine",NA,"Fatty Acyls","Fatty acid esters",3.64011917745827,TRUE,-4.16825204973238,-0.883789370762956,0.0194726584568582,0.660645558865604,6,-0.708446816399833,0.0491995005430164,0.584128132428263,8,"RNA negative / Protein negative",TRUE,0.796118093581395,0.708446816399833
"FT0962NR","N-Acetyl-L-aspartic acid","C01042","Carboxylic acids and derivatives","Amino acids, peptides, and analogues",1.02174284523406,FALSE,0.259183472627981,0.810312361164944,0.0505594870552414,0.717627196300257,6,0.707388067901051,0.0496935145214635,0.584128132428263,8,"RNA positive / Protein positive",TRUE,0.758850214532998,0.707388067901051
"FT2628NR","Orotidine","C01103","Pyrimidine nucleosides","Unclassified",0.646558485835631,FALSE,-0.171889534325287,-0.705612239016762,0.11723979762528,0.765141115763805,6,-0.930108762924437,0.000809394942256746,0.249161067041036,8,"RNA negative / Protein negative",TRUE,0.817860500970599,0.705612239016762
"FT5289NR","CDP-ethanolamine","C00570","Pyrimidine nucleotides","Pyrimidine ribonucleotides",0.724729789285058,FALSE,0.174195069440597,0.705057901822386,0.117657631291822,0.765141115763805,6,0.728300026045036,0.0404802099947619,0.570937791154668,8,"RNA positive / Protein positive",TRUE,0.716678963933711,0.705057901822386
"FT3082NR","MG(0:0/16:0)",NA,"Glycerolipids","Monoradylglycerols",1.45663525483969,FALSE,1.18209719490525,0.873522513374247,0.0229832299230465,0.67419337390447,6,0.70428936312293,0.0511564655865147,0.588523549803042,8,"RNA positive / Protein positive",TRUE,0.788905938248589,0.70428936312293
"FT2382PR","Eltoprazine",NA,"Diazinanes","Piperazines",1.01156767554595,FALSE,-0.444606984653087,-0.702505159514706,0.119590150447624,0.765141115763805,6,-0.89103614654615,0.0029757922735724,0.319096494566148,8,"RNA negative / Protein negative",TRUE,0.796770653030428,0.702505159514706
"FT2430NR","Polyribosylribitolphosphate",NA,"Organooxygen compounds","Carbohydrates and carbohydrate conjugates",0.743306701315629,FALSE,0.256601282241248,0.79017274074896,0.0614221354909253,0.760267849808906,6,0.702233968628032,0.0521409460289838,0.588523549803042,8,"RNA positive / Protein positive",TRUE,0.746203354688496,0.702233968628032
"FT2411PR","Hexamethylene bisacetamide",NA,"Carboximidic acids and derivatives","Carboximidic acids",0.827012136798358,FALSE,-0.392464869179436,-0.84313039062035,0.0349819820151921,0.717627196300257,6,-0.699394062046827,0.0535197500325914,0.588523549803042,8,"RNA negative / Protein negative",TRUE,0.771262226333589,0.699394062046827
"FT6181PR","LysoPE(20:1/0:0)",NA,"Glycerophospholipids","Glycerophosphoethanolamines",1.48012266346662,TRUE,-0.623085071588719,-0.698818657358335,0.122405191645509,0.76696225936443,6,-0.73141966952537,0.0392028647865149,0.570937791154668,8,"RNA negative / Protein negative",TRUE,0.715119163441852,0.698818657358335
"FT3290NR","N-(gamma-Maleimidobutyryloxy)succinimide",NA,"Pyrrolidines","Pyrrolidones",1.44158781077368,TRUE,0.547760182167364,0.716876933561258,0.108890621792363,0.760267849808906,6,0.696627285228498,0.0548838317606854,0.588523549803042,8,"RNA positive / Protein positive",TRUE,0.706752109394878,0.696627285228498
"FT3722NR","Pro-Thr-Glu",NA,"Carboxylic acids and derivatives","Amino acids, peptides, and analogues",0.832082738969615,FALSE,0.211283021564015,0.772931124483783,0.0714865445971462,0.760267849808906,6,0.694592531049967,0.0559001428020801,0.594845794397707,8,"RNA positive / Protein positive",TRUE,0.733761827766875,0.694592531049967
"FT3771NR","Neoabietic acid","C11889","Prenol lipids","Diterpenoids",0.57462560061635,FALSE,-0.152862750066118,-0.88566406167553,0.0188617200900228,0.655916316130542,6,-0.693629449322298,0.0563850693866309,0.595460505492148,8,"RNA negative / Protein negative",TRUE,0.789646755498914,0.693629449322298
"FT3918PR","2-Polyprenyl-3-methyl-6-methoxy-1,4-benzoquinone","C17561","Prenol lipids","Quinone and hydroquinone lipids",0.725953031917671,FALSE,0.175529973096649,0.683234233970907,0.134618600116106,0.777485875998432,6,0.767747110822722,0.0261178944365679,0.542455027678593,8,"RNA positive / Protein positive",TRUE,0.725490672396814,0.683234233970907
"FT4399PR","palmitoloelycholine",NA,"Organonitrogen compounds","Quaternary ammonium salts",1.2806811328201,TRUE,-0.524359586486367,-0.68312672245942,0.134704598213963,0.777485875998432,6,-0.919347204408935,0.00123353274412798,0.249161067041036,8,"RNA negative / Protein negative",TRUE,0.801236963434178,0.68312672245942
"FT0017NR","Acrylic acid","C00511","Carboxylic acids and derivatives","Acrylic acids and derivatives",1.14830120133318,FALSE,0.374857327510713,0.737103109225958,0.0945871330174797,0.760267849808906,6,0.682721628034616,0.0620527834268173,0.617868429264167,8,"RNA positive / Protein positive",TRUE,0.709912368630287,0.682721628034616
"FT2766PR","Isovalerylcarnitine",NA,"Fatty Acyls","Fatty acid esters",0.344642377265395,FALSE,-0.13369518635722,-0.681373504353102,0.136110331629718,0.779770464150909,6,-0.896918530475584,0.00253096807870687,0.319096494566148,8,"RNA negative / Protein negative",TRUE,0.789146017414343,0.681373504353102
"FT4689NR","FA(22:7;O2)",NA,"Fatty Acyls","Fatty alcohols",0.677293603040806,FALSE,0.324770438090547,0.679928756268745,0.137273456121886,0.779770464150909,6,0.760076458384381,0.0286122269880225,0.542455027678593,8,"RNA positive / Protein positive",TRUE,0.720002607326563,0.679928756268745
"FT4334NR","FA(24:1;O)",NA,"Fatty Acyls","Fatty acids and conjugates",1.53479965477808,TRUE,-0.69734356548397,-0.677970779567899,0.138856559268823,0.78198167588232,6,-0.898717602015116,0.00240411064302586,0.319096494566148,8,"RNA negative / Protein negative",TRUE,0.788344190791507,0.677970779567899
"FT1669NR","Protocatechuic acid 3-O-sulfate",NA,"Organic sulfuric acids and derivatives","Arylsulfates",1.44572754818535,TRUE,0.649380440590364,0.921815488306535,0.00893026296304888,0.543555659481085,6,0.675492154788516,0.0659881971341329,0.632530718869754,8,"RNA positive / Protein positive",TRUE,0.798653821547526,0.675492154788516
"FT2259PR","5-Isopropyl-2-(2-methylpropyl)-2-cyclohexen-1-one",NA,"Prenol lipids","Monoterpenoids",0.854156655676715,FALSE,-0.347506826721635,-0.813458567883143,0.0489509518981821,0.717627196300257,6,-0.671790006514495,0.0680591580840302,0.632530718869754,8,"RNA negative / Protein negative",TRUE,0.742624287198819,0.671790006514495
"FT4315PR","2-AOD-3-ol",NA,"Organonitrogen compounds","Amines",1.15126872421017,FALSE,-0.68054299367712,-0.809940845554516,0.0507510190721864,0.717627196300257,6,-0.669276696567085,0.0694866743511501,0.632530718869754,8,"RNA negative / Protein negative",TRUE,0.7396087710608,0.669276696567085
"FT5856PR","Prim-O-glucosylcimifugin",NA,"Benzopyrans","1-benzopyrans",0.897534481006253,FALSE,0.375005470133662,0.915761225021394,0.0103453704299642,0.543555659481085,6,0.669032085027481,0.0696265435177293,0.632530718869754,8,"RNA positive / Protein positive",TRUE,0.792396655024437,0.669032085027481
"FT0293NR","Fumaric acid","C00122","Carboxylic acids and derivatives","Dicarboxylic acids and derivatives",1.13495105024855,FALSE,0.398071650574546,0.836230825736847,0.0380343409909211,0.717627196300257,6,0.667467402025861,0.0705251561122706,0.632530718869754,8,"RNA positive / Protein positive",TRUE,0.751849113881354,0.667467402025861
"FT1783PR","3h-Phenylalanine",NA,"Carboxylic acids and derivatives","Amino acids, peptides, and analogues",1.36114517931465,FALSE,-0.877926368461302,-0.666423475518313,0.148350866573186,0.812425414973627,6,-0.733343442703464,0.0384275553293874,0.570937791154668,8,"RNA negative / Protein negative",TRUE,0.699883459110889,0.666423475518313
"FT4205PR","20-Eicosanolide",NA,"Macrolides and analogues","Unclassified",0.933972620946806,FALSE,-0.294714093615002,-0.663531049782745,0.150770978896487,0.816660689344982,6,-0.856608689633291,0.00660075823903051,0.408420850607457,8,"RNA negative / Protein negative",TRUE,0.760069869708018,0.663531049782745
"FT4742NR","6-Hydroxy-5-[(4-sulfophenyl)azo]-2-naphthalenesulfonic acid",NA,"Naphthalenes","Naphthalene sulfonic acids and derivatives",0.777966211128782,FALSE,0.321261698555731,0.875647872734571,0.0222337207852637,0.67419337390447,6,0.662022323957677,0.0737053520291657,0.645250270564314,8,"RNA positive / Protein positive",TRUE,0.768835098346124,0.662022323957677
"FT5506NR","Adenylosuccinic acid","C03794","Purine nucleotides","Purine ribonucleotides",0.676021581590727,FALSE,0.278660942377761,0.704918637333126,0.117762704581314,0.765141115763805,6,0.659379592471087,0.075278620875404,0.645250270564314,8,"RNA positive / Protein positive",TRUE,0.682149114902106,0.659379592471087
"FT1680NR","Cysteinylhydroxyproline",NA,"Carboxylic acids and derivatives","Amino acids, peptides, and analogues",1.10799805589927,FALSE,0.315364365302411,0.923381917764389,0.0085806090547191,0.543555659481085,6,0.657954007895858,0.0761354017551259,0.645250270564314,8,"RNA positive / Protein positive",TRUE,0.790667962830124,0.657954007895858
"FT4735NR","N-Arachidonoyl Cysteine",NA,"Carboxylic acids and derivatives","Amino acids, peptides, and analogues",0.685444203295071,FALSE,-0.201010040648387,-0.753719657204609,0.0835120660227191,0.760267849808906,6,-0.657843624030167,0.076201979958192,0.645250270564314,8,"RNA negative / Protein negative",TRUE,0.705781640617388,0.657843624030167
"FT3107NR","N-palmitoylglycine",NA,"Carboxylic acids and derivatives","Amino acids, peptides, and analogues",0.426841871158087,FALSE,0.145291934750397,0.65515817457039,0.157870241495345,0.834619344496697,6,0.655984654217039,0.0773283458386638,0.645250270564314,8,"RNA positive / Protein positive",TRUE,0.655571414393714,0.65515817457039
"FT2112NR","5,6-epoxy-2-salicyloylamino-2-cyclohexen-1,4-dione",NA,"Phenols","1-hydroxy-4-unsubstituted benzenoids",1.67738190581538,TRUE,0.684924239344598,0.65340920948065,0.159370624241063,0.834619344496697,6,0.745487745008716,0.0337490118367559,0.552990747215335,8,"RNA positive / Protein positive",TRUE,0.699448477244683,0.65340920948065
"FT2332NR","2S-hydroxypalmitic acid",NA,"Fatty Acyls","Fatty acids and conjugates",0.191189638595214,FALSE,-0.0501605060604199,-0.802165908905317,0.0548360436651063,0.72308367718528,6,-0.653343804135546,0.0789451162412023,0.645250270564314,8,"RNA negative / Protein negative",TRUE,0.727754856520431,0.653343804135546
"FT2908NR","2-Naphthylaminomethyl-gamma-aminobutyric acid",NA,"Carboxylic acids and derivatives","Amino acids, peptides, and analogues",1.59856175145354,TRUE,0.768308232315897,0.652822866955813,0.159874972110049,0.834619344496697,6,0.783931726145586,0.0213081064914038,0.521114042965209,8,"RNA positive / Protein positive",TRUE,0.718377296550699,0.652822866955813
"FT2896PR","Palmitoleamide",NA,"Fatty Acyls","Fatty amides",0.590111792836155,FALSE,-0.232429524671623,-0.894531618945552,0.0160987761478266,0.60522696274667,6,-0.650031472974304,0.0810006721437726,0.646160695925008,8,"RNA negative / Protein negative",TRUE,0.772281545959928,0.650031472974304
"FT3588PR","1-(1-(3-Methoxyphenyl)cyclohexyl)piperidine",NA,"Phenol ethers","Anisoles",1.25707571187535,FALSE,-0.611311114930951,-0.867177430316519,0.0252911355955182,0.703599392267318,6,-0.646836450811463,0.0830126938369114,0.646160695925008,8,"RNA negative / Protein negative",TRUE,0.757006940563991,0.646836450811463
"FT3241PR","Aspartyl-Cysteine",NA,"Carboxylic acids and derivatives","Amino acids, peptides, and analogues",1.1690526323085,TRUE,-0.506536631211653,-0.678749806927079,0.138225748959363,0.781593564237697,6,-0.645736504655514,0.0837120314898064,0.646160695925008,8,"RNA negative / Protein negative",TRUE,0.662243155791296,0.645736504655514
"FT1646PR","Ligustrazine",NA,"Diazines","Pyrazines",1.65162038877489,TRUE,-0.791722943879584,-0.674551828046158,0.141639601234876,0.791247732199649,6,-0.644450705226823,0.0845338642814655,0.646160695925008,8,"RNA negative / Protein negative",TRUE,0.65950126663649,0.644450705226823
"FT3364NR","FA(17:2;O)",NA,"Fatty Acyls","Fatty acids and conjugates",1.08041145655469,FALSE,-0.331018493390251,-0.643581529200588,0.167912534968084,0.842783223920486,6,-0.688090955708731,0.0592224766858931,0.613701401787844,8,"RNA negative / Protein negative",TRUE,0.665836242454659,0.643581529200588
"FT2930PR","Bacillamidin F",NA,"Fatty Acyls","Fatty amides",0.80311280786506,FALSE,-0.366025325870856,-0.758175067937853,0.0806480705455359,0.760267849808906,6,-0.643040501369577,0.0854405837620847,0.646160695925008,8,"RNA negative / Protein negative",TRUE,0.700607784653715,0.643040501369577
"FT1854PR","Pyrrolidino-[1,2E]-4H-2,4-dimethyl-1,3,5-dithiazine",NA,"Azacyclic compounds","Dithiazinanes",0.476298869959097,FALSE,-0.245778682758322,0.725975043359226,0.10234629256983,0.760267849808906,6,0.642090052433686,0.0860548672782098,0.646160695925008,8,"RNA positive / Protein positive",TRUE,0.684032547896456,0.642090052433686
"FT4991NR","PA(17:1/0:0)",NA,"Glycerophospholipids","Glycerophosphates",1.30327251603577,FALSE,-0.483003738557738,-0.640831850725353,0.170335977582041,0.842783223920486,6,-0.922806346364689,0.00108441581389884,0.249161067041036,8,"RNA negative / Protein negative",TRUE,0.781819098545021,0.640831850725353
"FT4578PR","FA(22:2)",NA,"Fatty Acyls","Fatty acids and conjugates",0.637467944230185,FALSE,-0.290509196541686,-0.646624707458009,0.165247435722571,0.842783223920486,6,-0.640491912604332,0.0870935237408791,0.646160695925008,8,"RNA negative / Protein negative",TRUE,0.643558310031171,0.640491912604332
"FT4765PR","1-(1,2,3,4,5-Pentahydroxypent-1-yl)-1,2,3,4-tetrahydro-beta-carboline-3-carboxylate",NA,"Harmala alkaloids","Unclassified",0.812835899179337,FALSE,-0.256339323188485,-0.66339461351536,0.150885547923552,0.816660689344982,6,-0.640482676356247,0.0870995475484591,0.646160695925008,8,"RNA negative / Protein negative",TRUE,0.651938644935803,0.640482676356247
"FT2434PR","(E,E)-2,4-Decadienoic isobutylamide",NA,"Fatty Acyls","Fatty amides",0.766190294074245,FALSE,-0.370313341002852,-0.861194932875946,0.0275631020170623,0.717627196300257,6,-0.638820679948658,0.08818742427682,0.646418800550132,8,"RNA negative / Protein negative",TRUE,0.750007806412302,0.638820679948658
"FT5501NR","7alpha-Hydroxycampesterol",NA,"Steroids and steroid derivatives","Ergostane steroids",0.5642257254608,FALSE,0.189407991676731,0.808676422940405,0.0514053945721565,0.717627196300257,6,0.638016635713975,0.088716530706234,0.646418800550132,8,"RNA positive / Protein positive",TRUE,0.72334652932719,0.638016635713975
"FT2756NR","Demethoxyegonol",NA,"2-arylbenzofuran flavonoids","Unclassified",0.853661827954331,FALSE,-0.242252432568002,-0.8727327443759,0.0232647605660781,0.67419337390447,6,-0.63776977182275,0.0888793490598229,0.646418800550132,8,"RNA negative / Protein negative",TRUE,0.755251258099325,0.63776977182275
"FT1031PR","3-Hydroxynorvaline",NA,"Carboxylic acids and derivatives","Amino acids, peptides, and analogues",0.731196875198081,FALSE,0.323374727685478,0.636697509353191,0.174007137894292,0.842783223920486,6,0.686842985395684,0.059873307491497,0.613701401787844,8,"RNA positive / Protein positive",TRUE,0.661770247374438,0.636697509353191
"FT3860NR","Prostaglandin F2a","C00639","Fatty Acyls","Eicosanoids",0.92189815224096,FALSE,0.299608659060848,0.857869713370712,0.028865939299899,0.717627196300257,6,0.635488022944918,0.0903924592335265,0.646427276261756,8,"RNA positive / Protein positive",TRUE,0.746678868157815,0.635488022944918
"FT2459PR","2-Decylfuran",NA,"Heteroaromatic compounds","Unclassified",0.706134370496395,FALSE,-0.278625108449253,-0.749135815811834,0.0865054607168916,0.760267849808906,6,-0.635438260466272,0.0904256232934307,0.646427276261756,8,"RNA negative / Protein negative",TRUE,0.692287038139053,0.635438260466272
"FT5691NR","Colupdox a",NA,"Benzofurans","Unclassified",0.674841804489046,FALSE,-0.324983005343051,-0.633818706154465,0.176582715798813,0.842783223920486,6,-0.804567250316854,0.0160325765144687,0.501477491291417,8,"RNA negative / Protein negative",TRUE,0.719192978235659,0.633818706154465
"FT3361NR","11-cis- and 12s-trans-fixed retinal",NA,"Prenol lipids","Sesquiterpenoids",0.822254574953933,FALSE,-0.405936571189522,-0.655227440392748,0.157810944162381,0.834619344496697,6,-0.631831837967458,0.0928478586354224,0.649354375579589,8,"RNA negative / Protein negative",TRUE,0.643529639180103,0.631831837967458
"FT3965NR","PC(O-1:0/2:0)",NA,"Glycerophospholipids","Glycerophosphocholines",0.806838764185256,FALSE,0.242947420463131,0.630028274472416,0.179997922254016,0.842783223920486,6,0.743427645865362,0.0345166152830531,0.552990747215335,8,"RNA positive / Protein positive",TRUE,0.686727960168889,0.630028274472416
"FT2318NR","Phosphocitrate",NA,"Carboxylic acids and derivatives","Tricarboxylic acids and derivatives",0.699849204967707,FALSE,0.155292051157251,0.82338070460951,0.0440367989454977,0.717627196300257,6,0.628677874224156,0.0949965513493552,0.649388909815683,8,"RNA positive / Protein positive",TRUE,0.726029289416833,0.628677874224156
"FT4225PR","Dihydroceramide","C12126","Carboxylic acids and derivatives","Carboxylic acid derivatives",1.08990537157855,FALSE,-0.391278741915536,-0.721692763016577,0.105404245104446,0.760267849808906,6,-0.627947217513955,0.0954983690905416,0.649388909815683,8,"RNA negative / Protein negative",TRUE,0.674819990265266,0.627947217513955
"FT2925PR","alpha-Bisabolol oxide A","C16773","Oxanes","Unclassified",0.961075216959078,FALSE,-0.480569388955536,-0.627331416872692,0.182444353886614,0.842783223920486,6,-0.846578927975147,0.00802112570930831,0.425136786510782,8,"RNA negative / Protein negative",TRUE,0.736955172423919,0.627331416872692
"FT3312NR","FA(20:1;O)",NA,"Fatty Acyls","Fatty acids and conjugates",0.154629198955512,FALSE,-0.0305568674456865,-0.624242896445469,0.185262889631255,0.842783223920486,6,-0.702113799751675,0.052198852443578,0.588523549803042,8,"RNA negative / Protein negative",TRUE,0.663178348098572,0.624242896445469
"FT2801NR","FA(18:1;O)","C08365","Fatty Acyls","Fatty acids and conjugates",0.566666090969752,FALSE,-0.202213382134986,-0.62234619341395,0.187002650758903,0.842783223920486,6,-0.629231377353837,0.0946174167825424,0.649388909815683,8,"RNA negative / Protein negative",TRUE,0.625788785383893,0.62234619341395
